isco,lamas_name,conceptUri,preferredLabel,ISCO-08 Title EN,Avg All 3 Scores,Rank Avg All 3 Scores,esco_code_title,isco_code_title
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/4311b9e0-064e-41bc-b120-5eb21f337780,"import export manager in coffee, tea, cocoa and spices","Supply, distribution and related managers",0.297986518,89,"import export manager in coffee, tea, cocoa and spices http://data.europa.eu/esco/occupation/4311b9e0-064e-41bc-b120-5eb21f337780","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/449f6aef-a8e6-4edc-aea4-802a7b773e00,"agricultural raw materials, seeds and animal feeds distribution manager","Supply, distribution and related managers",0.385893997,84,"agricultural raw materials, seeds and animal feeds distribution manager http://data.europa.eu/esco/occupation/449f6aef-a8e6-4edc-aea4-802a7b773e00","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/49607371-2712-4b0a-8d7c-1b4bc22d9581,wood and construction materials distribution manager,"Supply, distribution and related managers",0.54064397,42,wood and construction materials distribution manager http://data.europa.eu/esco/occupation/49607371-2712-4b0a-8d7c-1b4bc22d9581,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,import export manager in office furniture,"Supply, distribution and related managers",0.662686324,11,import export manager in office furniture http://data.europa.eu/esco/occupation/4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/4ea620f2-5c75-49ee-85a0-b2fb6bbf3624,road operations manager,"Supply, distribution and related managers",0.615746858,20,road operations manager http://data.europa.eu/esco/occupation/4ea620f2-5c75-49ee-85a0-b2fb6bbf3624,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/52d303a7-630b-4e3f-9f62-becd9b2fcb46,metals and metal ores distribution manager,"Supply, distribution and related managers",0.542092648,41,metals and metal ores distribution manager http://data.europa.eu/esco/occupation/52d303a7-630b-4e3f-9f62-becd9b2fcb46,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/53e61b71-60a3-4873-bc14-d6e28693818c,"textiles, textile semi-finished and raw materials distribution manager","Supply, distribution and related managers",0.543129226,39,"textiles, textile semi-finished and raw materials distribution manager http://data.europa.eu/esco/occupation/53e61b71-60a3-4873-bc14-d6e28693818c","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/5b912733-abc8-43f7-825c-00ae21043685,import export manager in wood and construction materials,"Supply, distribution and related managers",0.522657302,46,import export manager in wood and construction materials http://data.europa.eu/esco/occupation/5b912733-abc8-43f7-825c-00ae21043685,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/5cc6d160-3864-43b0-b3eb-77d1208a51b4,import export manager in metals and metal ores,"Supply, distribution and related managers",0.492105793,61,import export manager in metals and metal ores http://data.europa.eu/esco/occupation/5cc6d160-3864-43b0-b3eb-77d1208a51b4,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/61a61a3b-6fcd-4525-9f5c-0a1415a9a51f,tobacco products distribution manager,"Supply, distribution and related managers",0.519420325,50,tobacco products distribution manager http://data.europa.eu/esco/occupation/61a61a3b-6fcd-4525-9f5c-0a1415a9a51f,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/625d316c-2b93-4a9c-ada2-b19efa7c611b,clothing and footwear distribution manager,"Supply, distribution and related managers",0.642185216,15,clothing and footwear distribution manager http://data.europa.eu/esco/occupation/625d316c-2b93-4a9c-ada2-b19efa7c611b,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/632e61c8-4e4b-44c7-b213-6dd5a174b143,distribution manager,"Supply, distribution and related managers",0.67740985,6,distribution manager http://data.europa.eu/esco/occupation/632e61c8-4e4b-44c7-b213-6dd5a174b143,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/63c92723-ee86-42cb-89bf-d93b65398bef,import export manager in watches and jewellery,"Supply, distribution and related managers",0.527829852,45,import export manager in watches and jewellery http://data.europa.eu/esco/occupation/63c92723-ee86-42cb-89bf-d93b65398bef,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/65beb253-61b0-4f8f-9c3c-49419913fd18,import export manager in dairy products and edible oils,"Supply, distribution and related managers",0.40311024,82,import export manager in dairy products and edible oils http://data.europa.eu/esco/occupation/65beb253-61b0-4f8f-9c3c-49419913fd18,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/67aee472-533b-4569-a7a5-e7bc34b2cdce,watches and jewellery distribution manager,"Supply, distribution and related managers",0.620737416,19,watches and jewellery distribution manager http://data.europa.eu/esco/occupation/67aee472-533b-4569-a7a5-e7bc34b2cdce,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/6e873bb0-ff0d-4800-a898-362b9a2e1c47,import export manager in textiles and textile semi-finished and raw materials,"Supply, distribution and related managers",0.53342824,44,import export manager in textiles and textile semi-finished and raw materials http://data.europa.eu/esco/occupation/6e873bb0-ff0d-4800-a898-362b9a2e1c47,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/72d1e9ca-294c-4349-90ed-f99541d447d0,specialised goods distribution manager,"Supply, distribution and related managers",0.183158179,90,specialised goods distribution manager http://data.europa.eu/esco/occupation/72d1e9ca-294c-4349-90ed-f99541d447d0,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/73bdadf0-2175-4097-8f4d-b6dabeb0a030,fruit and vegetables distribution manager,"Supply, distribution and related managers",0.431018219,76,fruit and vegetables distribution manager http://data.europa.eu/esco/occupation/73bdadf0-2175-4097-8f4d-b6dabeb0a030,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/73d3ce3c-296c-4f85-9381-2eed6f3ae5fa,inland water transport general manager,"Supply, distribution and related managers",0.543083916,40,inland water transport general manager http://data.europa.eu/esco/occupation/73d3ce3c-296c-4f85-9381-2eed6f3ae5fa,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/784c98c2-96bd-4610-8da3-87d80f136285,finished leather warehouse manager,"Supply, distribution and related managers",0.515831675,53,finished leather warehouse manager http://data.europa.eu/esco/occupation/784c98c2-96bd-4610-8da3-87d80f136285,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/788a9895-a39a-4a83-be90-e006e2f8dce5,pipeline superintendent,"Supply, distribution and related managers",0.583614176,27,pipeline superintendent http://data.europa.eu/esco/occupation/788a9895-a39a-4a83-be90-e006e2f8dce5,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/7d9c060a-f280-441d-baf9-7d4a6b520a2a,"import export manager in computers, computer peripheral equipment and software","Supply, distribution and related managers",0.497132117,58,"import export manager in computers, computer peripheral equipment and software http://data.europa.eu/esco/occupation/7d9c060a-f280-441d-baf9-7d4a6b520a2a","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/7ff7ab7d-12a6-4d87-ac91-8a8f3540b1c0,"hides, skins and leather products distribution manager","Supply, distribution and related managers",0.482802829,64,"hides, skins and leather products distribution manager http://data.europa.eu/esco/occupation/7ff7ab7d-12a6-4d87-ac91-8a8f3540b1c0","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/80db1e93-6dad-49aa-b465-d64a4a73141b,leather raw materials purchasing manager,"Supply, distribution and related managers",0.501107541,56,leather raw materials purchasing manager http://data.europa.eu/esco/occupation/80db1e93-6dad-49aa-b465-d64a4a73141b,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,logistics and distribution manager,"Supply, distribution and related managers",0.689088797,4,logistics and distribution manager http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/84e4c780-ee17-44dd-af6f-d1c06a3e353d,"import export manager in mining, construction and civil engineering machinery","Supply, distribution and related managers",0.562988118,36,"import export manager in mining, construction and civil engineering machinery http://data.europa.eu/esco/occupation/84e4c780-ee17-44dd-af6f-d1c06a3e353d","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/87426cf2-9e36-46a4-aa4f-6a8d20dd93d6,chemical products distribution manager,"Supply, distribution and related managers",0.588537585,25,chemical products distribution manager http://data.europa.eu/esco/occupation/87426cf2-9e36-46a4-aa4f-6a8d20dd93d6,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/8914badc-df5e-4671-908e-de5bc795658b,import export manager in electronic and telecommunications equipment and parts,"Supply, distribution and related managers",0.473441934,68,import export manager in electronic and telecommunications equipment and parts http://data.europa.eu/esco/occupation/8914badc-df5e-4671-908e-de5bc795658b,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/8c0cc417-6b09-4082-8062-2f0f7123a573,import export manager in office machinery and equipment,"Supply, distribution and related managers",0.685591449,5,import export manager in office machinery and equipment http://data.europa.eu/esco/occupation/8c0cc417-6b09-4082-8062-2f0f7123a573,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/8f928d49-da89-4d07-9123-2151a4d276d4,move manager,"Supply, distribution and related managers",0.843688247,1,move manager http://data.europa.eu/esco/occupation/8f928d49-da89-4d07-9123-2151a4d276d4,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/95d8f19e-f62b-443f-ac53-324ea8f98cf5,import export manager in china and other glassware,"Supply, distribution and related managers",0.477664218,66,import export manager in china and other glassware http://data.europa.eu/esco/occupation/95d8f19e-f62b-443f-ac53-324ea8f98cf5,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/96c870c0-f93a-43c3-9ce4-1fe9e737fece,"machinery, industrial equipment, ships and aircraft distribution manager","Supply, distribution and related managers",0.559128913,37,"machinery, industrial equipment, ships and aircraft distribution manager http://data.europa.eu/esco/occupation/96c870c0-f93a-43c3-9ce4-1fe9e737fece","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/972ef593-89c3-468b-aad5-81bc575feb58,import export manager in textile industry machinery,"Supply, distribution and related managers",0.632426237,17,import export manager in textile industry machinery http://data.europa.eu/esco/occupation/972ef593-89c3-468b-aad5-81bc575feb58,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764,rail operations manager,"Supply, distribution and related managers",0.567941197,34,rail operations manager http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/9f12704c-5e6c-47b0-a866-3b92663e6a4b,resource manager,"Supply, distribution and related managers",0.579771221,29,resource manager http://data.europa.eu/esco/occupation/9f12704c-5e6c-47b0-a866-3b92663e6a4b,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/9faaae26-804d-48f3-97b0-84f7e1aceae8,import export manager in beverages,"Supply, distribution and related managers",0.591833562,23,import export manager in beverages http://data.europa.eu/esco/occupation/9faaae26-804d-48f3-97b0-84f7e1aceae8,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/9fcce643-276b-435f-aa94-4516c2414686,waste and scrap distribution manager,"Supply, distribution and related managers",0.575750245,31,waste and scrap distribution manager http://data.europa.eu/esco/occupation/9fcce643-276b-435f-aa94-4516c2414686,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/a2ff6cc3-15fa-4f02-a457-8fd5df7aa29e,intermodal logistics manager,"Supply, distribution and related managers",0.656037788,13,intermodal logistics manager http://data.europa.eu/esco/occupation/a2ff6cc3-15fa-4f02-a457-8fd5df7aa29e,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/a49e1479-90c4-41d2-871b-ac58ebc4894b,household goods distribution manager,"Supply, distribution and related managers",0.670060019,8,household goods distribution manager http://data.europa.eu/esco/occupation/a49e1479-90c4-41d2-871b-ac58ebc4894b,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/a70315e3-ae41-44a9-9fe5-7fe668469ee0,"import export manager in furniture, carpets and lighting equipment","Supply, distribution and related managers",0.572637671,32,"import export manager in furniture, carpets and lighting equipment http://data.europa.eu/esco/occupation/a70315e3-ae41-44a9-9fe5-7fe668469ee0","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/aacc3918-b5d3-484b-9480-5d29aa550d74,supply chain manager,"Supply, distribution and related managers",0.720760839,3,supply chain manager http://data.europa.eu/esco/occupation/aacc3918-b5d3-484b-9480-5d29aa550d74,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/ad404c6b-291f-439e-9ad4-c93ddabd3c13,"mining, construction and civil engineering machinery distribution manager","Supply, distribution and related managers",0.569689038,33,"mining, construction and civil engineering machinery distribution manager http://data.europa.eu/esco/occupation/ad404c6b-291f-439e-9ad4-c93ddabd3c13","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/aeb7c6bd-22c9-43c2-8551-a1cc2560584f,forecast manager,"Supply, distribution and related managers",0.553423617,38,forecast manager http://data.europa.eu/esco/occupation/aeb7c6bd-22c9-43c2-8551-a1cc2560584f,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/afcf9d03-6e51-4548-8cec-cfa50972929d,"import export manager in sugar, chocolate and sugar confectionery","Supply, distribution and related managers",0.301570693,88,"import export manager in sugar, chocolate and sugar confectionery http://data.europa.eu/esco/occupation/afcf9d03-6e51-4548-8cec-cfa50972929d","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/b148e7a3-e5b0-4edc-b770-85ab81f36ac9,import export manager in household goods,"Supply, distribution and related managers",0.665018998,9,import export manager in household goods http://data.europa.eu/esco/occupation/b148e7a3-e5b0-4edc-b770-85ab81f36ac9,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/b2826761-6fc4-4344-9d36-d8455cb6b185,"import export manager in fish, crustaceans and molluscs","Supply, distribution and related managers",0.430405288,77,"import export manager in fish, crustaceans and molluscs http://data.europa.eu/esco/occupation/b2826761-6fc4-4344-9d36-d8455cb6b185","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89,railway station manager,"Supply, distribution and related managers",0.576238523,30,railway station manager http://data.europa.eu/esco/occupation/b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/b49f95f8-c1c8-428f-9f1f-5f5abae55e51,import export manager in live animals,"Supply, distribution and related managers",0.432738529,75,import export manager in live animals http://data.europa.eu/esco/occupation/b49f95f8-c1c8-428f-9f1f-5f5abae55e51,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/b7474960-a03e-46c3-88ce-81575cb8f657,perfume and cosmetics distribution manager,"Supply, distribution and related managers",0.448988873,71,perfume and cosmetics distribution manager http://data.europa.eu/esco/occupation/b7474960-a03e-46c3-88ce-81575cb8f657,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/b87a7a27-ee74-4e5e-b274-84a3cab27bf4,import export manager,"Supply, distribution and related managers",0.661114376,12,import export manager http://data.europa.eu/esco/occupation/b87a7a27-ee74-4e5e-b274-84a3cab27bf4,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/baae6dd1-4a59-480d-83b1-a0708a5a1736,maritime water transport general manager,"Supply, distribution and related managers",0.592656551,22,maritime water transport general manager http://data.europa.eu/esco/occupation/baae6dd1-4a59-480d-83b1-a0708a5a1736,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/bbba890e-ecae-43ba-9c5b-a65baa318f15,import export manager in machine tools,"Supply, distribution and related managers",0.664110324,10,import export manager in machine tools http://data.europa.eu/esco/occupation/bbba890e-ecae-43ba-9c5b-a65baa318f15,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/bd7c070b-333f-4b9d-a70a-25f135ff931e,"furniture, carpets and lighting equipment distribution manager","Supply, distribution and related managers",0.587266271,26,"furniture, carpets and lighting equipment distribution manager http://data.europa.eu/esco/occupation/bd7c070b-333f-4b9d-a70a-25f135ff931e","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/c1ee52e0-f30a-4f8d-a7f5-b07f5f06f88f,dairy products and edible oils distribution manager,"Supply, distribution and related managers",0.408888927,81,dairy products and edible oils distribution manager http://data.europa.eu/esco/occupation/c1ee52e0-f30a-4f8d-a7f5-b07f5f06f88f,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/c430500d-0b8b-4ef5-8f91-3e98cff32356,import export manager in tobacco products,"Supply, distribution and related managers",0.474511179,67,import export manager in tobacco products http://data.europa.eu/esco/occupation/c430500d-0b8b-4ef5-8f91-3e98cff32356,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0,import export manager in waste and scrap,"Supply, distribution and related managers",0.564797046,35,import export manager in waste and scrap http://data.europa.eu/esco/occupation/c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/ccbb7213-79f7-489e-9dad-f90091e550d0,import export manager in clothing and footwear,"Supply, distribution and related managers",0.628625441,18,import export manager in clothing and footwear http://data.europa.eu/esco/occupation/ccbb7213-79f7-489e-9dad-f90091e550d0,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/d46a0f9d-4474-46f8-b59d-7970da915b94,"hardware, plumbing and heating equipment and supplies distribution manager","Supply, distribution and related managers",0.49834779,57,"hardware, plumbing and heating equipment and supplies distribution manager http://data.europa.eu/esco/occupation/d46a0f9d-4474-46f8-b59d-7970da915b94","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/d7a12ff0-7e25-4dab-98c5-1f5a781da8ad,"import export manager in hides, skins and leather products","Supply, distribution and related managers",0.447115688,72,"import export manager in hides, skins and leather products http://data.europa.eu/esco/occupation/d7a12ff0-7e25-4dab-98c5-1f5a781da8ad","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/d9632b0a-3c95-4a8a-a15c-c5413beda52e,import export manager in pharmaceutical goods,"Supply, distribution and related managers",0.436913918,74,import export manager in pharmaceutical goods http://data.europa.eu/esco/occupation/d9632b0a-3c95-4a8a-a15c-c5413beda52e,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/dc29cd23-d6ba-46b0-bc2f-424e20270099,import export manager in fruit and vegetables,"Supply, distribution and related managers",0.441049358,73,import export manager in fruit and vegetables http://data.europa.eu/esco/occupation/dc29cd23-d6ba-46b0-bc2f-424e20270099,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/dc2a924c-653a-4922-9226-f6909dd64580,"import export manager in agricultural raw materials, seeds and animal feeds","Supply, distribution and related managers",0.39634338,83,"import export manager in agricultural raw materials, seeds and animal feeds http://data.europa.eu/esco/occupation/dc2a924c-653a-4922-9226-f6909dd64580","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/de0084a5-7e00-43cc-bc51-3cb70a031295,electrical household appliances distribution manager,"Supply, distribution and related managers",0.520648829,48,electrical household appliances distribution manager http://data.europa.eu/esco/occupation/de0084a5-7e00-43cc-bc51-3cb70a031295,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/e0433bbb-8a93-4ab4-ac7a-84ccc1a04637,beverages distribution manager,"Supply, distribution and related managers",0.591035805,24,beverages distribution manager http://data.europa.eu/esco/occupation/e0433bbb-8a93-4ab4-ac7a-84ccc1a04637,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/e04bca7b-c0c7-454d-9d15-dfb64a30dc0a,agricultural machinery and equipment distribution manager,"Supply, distribution and related managers",0.512361779,54,agricultural machinery and equipment distribution manager http://data.europa.eu/esco/occupation/e04bca7b-c0c7-454d-9d15-dfb64a30dc0a,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/e83bf81f-c1d0-48e1-8533-7d65be8007c5,"sugar, chocolate and sugar confectionery distribution manager","Supply, distribution and related managers",0.304534712,86,"sugar, chocolate and sugar confectionery distribution manager http://data.europa.eu/esco/occupation/e83bf81f-c1d0-48e1-8533-7d65be8007c5","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/e997358a-f6ed-4b5d-bebe-2a33b01ea3d2,import export manager in electrical household appliances,"Supply, distribution and related managers",0.511944275,55,import export manager in electrical household appliances http://data.europa.eu/esco/occupation/e997358a-f6ed-4b5d-bebe-2a33b01ea3d2,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/ee5f8b2f-4b40-4426-8290-a6926ae4898b,meat and meat products distribution manager,"Supply, distribution and related managers",0.4187549,80,meat and meat products distribution manager http://data.europa.eu/esco/occupation/ee5f8b2f-4b40-4426-8290-a6926ae4898b,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/f56e33a3-01bb-46ba-98f4-d47aa242b983,road transport division manager,"Supply, distribution and related managers",0.641909992,16,road transport division manager http://data.europa.eu/esco/occupation/f56e33a3-01bb-46ba-98f4-d47aa242b983,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/f8d7d59d-242d-4903-9e0d-d2d23a0ef4c3,"coffee, tea, cocoa and spices distribution manager","Supply, distribution and related managers",0.302967427,87,"coffee, tea, cocoa and spices distribution manager http://data.europa.eu/esco/occupation/f8d7d59d-242d-4903-9e0d-d2d23a0ef4c3","1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/fc35b7ca-ecec-40d7-91b5-5065f662d955,airport director,"Supply, distribution and related managers",0.595363388,21,airport director http://data.europa.eu/esco/occupation/fc35b7ca-ecec-40d7-91b5-5065f662d955,"1324 Supply, distribution and related managers"
1324,מנהל חברת הובלה,http://data.europa.eu/esco/occupation/fd00e4bb-dcee-41d7-81d3-2cdebad8fe70,import export manager in chemical products,"Supply, distribution and related managers",0.581529019,28,import export manager in chemical products http://data.europa.eu/esco/occupation/fd00e4bb-dcee-41d7-81d3-2cdebad8fe70,"1324 Supply, distribution and related managers"
1324,מנהל חניון רכב,http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,import export manager in meat and meat products,"Supply, distribution and related managers",0.22190945,89,import export manager in meat and meat products http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,"1324 Supply, distribution and related managers"
1324,מנהל חניון רכב,http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b,electronic and telecommunications equipment and parts distribution manager,"Supply, distribution and related managers",0.457778439,26,electronic and telecommunications equipment and parts distribution manager http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b,"1324 Supply, distribution and related managers"
1324,מנהל חניון רכב,http://data.europa.eu/esco/occupation/0cbfa809-2d71-44e5-b736-c4da3c8fe09d,import export manager in agricultural machinery and equipment,"Supply, distribution and related managers",0.323131201,80,import export manager in agricultural machinery and equipment http://data.europa.eu/esco/occupation/0cbfa809-2d71-44e5-b736-c4da3c8fe09d,"1324 Supply, distribution and related managers"
1324,מנהל חניון רכב,http://data.europa.eu/esco/occupation/0d442b70-5413-4820-bebf-36dd5ce437ac,air traffic manager,"Supply, distribution and related managers",0.484637245,12,air traffic manager http://data.europa.eu/esco/occupation/0d442b70-5413-4820-bebf-36dd5ce437ac,"1324 Supply, distribution and related managers"
1324,מנהל חניון רכב,http://data.europa.eu/esco/occupation/12142c2c-9b6f-4e4f-8153-f1a51554e4e0,"import export manager in machinery, industrial equipment, ships and aircraft","Supply, distribution and related managers",0.443734603,28,"import export manager in machinery, industrial equipment, ships and aircraft http://data.europa.eu/esco/occupation/12142c2c-9b6f-4e4f-8153-f1a51554e4e0","1324 Supply, distribution and related managers"
1324,מנהל חניון רכב,http://data.europa.eu/esco/occupation/13b12b2d-e223-46f5-a6c0-cb77fe37f03a,textile industry machinery distribution manager,"Supply, distribution and related managers",0.389985997,48,textile industry machinery distribution manager http://data.europa.eu/esco/occupation/13b12b2d-e223-46f5-a6c0-cb77fe37f03a,"1324 Supply, distribution and related managers"
1324,מנהל חניון רכב,http://data.europa.eu/esco/occupation/173a882d-0a14-4919-ac1b-23e8ee8273de,"import export manager in hardware, plumbing and heating equipment and supplies","Supply, distribution and related managers",0.364607339,63,"import export manager in hardware, plumbing and heating equipment and supplies http://data.europa.eu/esco/occupation/173a882d-0a14-4919-ac1b-23e8ee8273de","1324 Supply, distribution and related managers"
1324,מנהל חניון רכב,http://data.europa.eu/esco/occupation/1ee8dfca-19b0-4e1a-88ed-68548f80951b,import export manager in flowers and plants,"Supply, distribution and related managers",0.347063119,69,import export manager in flowers and plants http://data.europa.eu/esco/occupation/1ee8dfca-19b0-4e1a-88ed-68548f80951b,"1324 Supply, distribution and related managers"
1324,מנהל חניון רכב,http://data.europa.eu/esco/occupation/23a9e478-d465-4b61-b6d9-97b7e90af17a,flowers and plants distribution manager,"Supply, distribution and related managers",0.335036289,75,flowers and plants distribution manager http://data.europa.eu/esco/occupation/23a9e478-d465-4b61-b6d9-97b7e90af17a,"1324 Supply, distribution and related managers"
1324,מנהל חניון רכב,http://data.europa.eu/esco/occupation/243f3b7e-cd7a-419a-94c0-d4f2040f09af,"computers, computer peripheral equipment and software distribution manager","Supply, distribution and related managers",0.578918698,3,"computers, computer peripheral equipment and software distribution manager http://data.europa.eu/esco/occupation/243f3b7e-cd7a-419a-94c0-d4f2040f09af","1324 Supply, distribution and related managers"
